      10	0.1681	0.3635
      30	0.1422	0.1889
     100	0.07741	0.1254
     300	0.04001	0.1005
    1000	0.03342	0.04948
    3000	0.01818	0.03378
   10000	0.006046	0.01236
   30000	0.006268	0.01051
  100000	0.002413	0.003497
  300000	0.001464	0.00249
 1000000	0.0004224	0.0009117
 3000000	0.0003778	0.0006281
10000000	0.0002788	0.0004348
